email_id_a,email_id_b,cosine_similarity,evidence_type
nazario5_001221_e0ab9b2e3222,nazario5_001373_e758eb262c7d,0.96606022,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001376_11663b69278e,0.96751416,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001385_09df2645ebea,0.9635756,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001394_4bee7fbb1392,0.95673233,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001396_e9d75d049a99,0.97951686,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001397_a93bc8e1913c,0.97444046,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001426_aa02d003e2ef,0.97412676,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001427_fba087699160,0.97224367,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001443_6a980d258984,0.97888285,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001445_6907e8b18da1,0.95885861,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001446_7e4a60c6f7b4,0.95184791,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001494_5fc6f9ef8363,0.9549973,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_001890_52fa00496fbe,0.97463918,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_002093_6039068f355c,0.96702695,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_002699_c4c8fdaa8a40,0.97469258,char_3_5gram_tfidf_cosine
nazario5_001221_e0ab9b2e3222,nazario5_002784_da2973758df8,0.95155853,char_3_5gram_tfidf_cosine
nazario5_001224_dc7deb3b9667,nazario5_001327_cfb809338d5c,0.95101613,char_3_5gram_tfidf_cosine
nazario5_001224_dc7deb3b9667,nazario5_001370_18510b38a6b1,0.95437884,char_3_5gram_tfidf_cosine
nazario5_001232_a31da942f0e5,nazario5_001244_1d09a3efb5e6,0.9852547,char_3_5gram_tfidf_cosine
nazario5_001232_a31da942f0e5,nazario5_001890_52fa00496fbe,0.96479654,char_3_5gram_tfidf_cosine
nazario5_001232_a31da942f0e5,nazario5_002093_6039068f355c,0.95910275,char_3_5gram_tfidf_cosine
nazario5_001232_a31da942f0e5,nazario5_002699_c4c8fdaa8a40,0.96482229,char_3_5gram_tfidf_cosine
nazario5_001244_1d09a3efb5e6,nazario5_001890_52fa00496fbe,0.9504081,char_3_5gram_tfidf_cosine
nazario5_001244_1d09a3efb5e6,nazario5_002699_c4c8fdaa8a40,0.95044655,char_3_5gram_tfidf_cosine
nazario5_001255_ab13b4d1c7de,nazario5_002478_cf169225477a,0.96185344,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_001316_8e941c52ea55,0.96573359,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_001321_5b1b5c05881c,0.95656455,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_001323_5ae125394b4f,0.95000547,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_001324_a97e4150c6dc,0.95910752,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_001327_cfb809338d5c,0.97765356,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_001362_f3a28442ab7b,0.96026051,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_001370_18510b38a6b1,0.98487145,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_001371_24d71eae04f6,0.95649523,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_001373_e758eb262c7d,0.95874715,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_001376_11663b69278e,0.96164078,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_001385_09df2645ebea,0.95752907,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_001394_4bee7fbb1392,0.95046872,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_001396_e9d75d049a99,0.97495633,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_001397_a93bc8e1913c,0.96880817,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_001426_aa02d003e2ef,0.97171599,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_001427_fba087699160,0.96694541,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_001443_6a980d258984,0.97253346,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_001445_6907e8b18da1,0.95275789,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_001494_5fc6f9ef8363,0.95029896,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_001890_52fa00496fbe,0.96804202,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_002093_6039068f355c,0.96122164,char_3_5gram_tfidf_cosine
nazario5_001256_df03df77c1d4,nazario5_002699_c4c8fdaa8a40,0.9681313,char_3_5gram_tfidf_cosine
nazario5_001260_39ba725b88e7,nazario5_001329_5c90d5105636,0.9760415,char_3_5gram_tfidf_cosine
nazario5_001314_230bc0c16fd0,nazario5_001315_f1e4613c72e9,0.95505416,char_3_5gram_tfidf_cosine
nazario5_001314_230bc0c16fd0,nazario5_001318_047aa8c8da0b,0.95947719,char_3_5gram_tfidf_cosine
nazario5_001315_f1e4613c72e9,nazario5_001318_047aa8c8da0b,0.98738813,char_3_5gram_tfidf_cosine
nazario5_001316_8e941c52ea55,nazario5_001321_5b1b5c05881c,0.95009363,char_3_5gram_tfidf_cosine
nazario5_001316_8e941c52ea55,nazario5_001327_cfb809338d5c,0.96753138,char_3_5gram_tfidf_cosine
nazario5_001316_8e941c52ea55,nazario5_001362_f3a28442ab7b,0.95296854,char_3_5gram_tfidf_cosine
nazario5_001316_8e941c52ea55,nazario5_001370_18510b38a6b1,0.97493851,char_3_5gram_tfidf_cosine
nazario5_001316_8e941c52ea55,nazario5_001373_e758eb262c7d,0.95830923,char_3_5gram_tfidf_cosine
nazario5_001316_8e941c52ea55,nazario5_001376_11663b69278e,0.95326072,char_3_5gram_tfidf_cosine
nazario5_001316_8e941c52ea55,nazario5_001396_e9d75d049a99,0.96498448,char_3_5gram_tfidf_cosine
nazario5_001316_8e941c52ea55,nazario5_001397_a93bc8e1913c,0.95908064,char_3_5gram_tfidf_cosine
nazario5_001316_8e941c52ea55,nazario5_001426_aa02d003e2ef,0.96139598,char_3_5gram_tfidf_cosine
nazario5_001316_8e941c52ea55,nazario5_001427_fba087699160,0.95648462,char_3_5gram_tfidf_cosine
nazario5_001316_8e941c52ea55,nazario5_001443_6a980d258984,0.96269035,char_3_5gram_tfidf_cosine
nazario5_001316_8e941c52ea55,nazario5_001890_52fa00496fbe,0.95925128,char_3_5gram_tfidf_cosine
nazario5_001316_8e941c52ea55,nazario5_002093_6039068f355c,0.95432287,char_3_5gram_tfidf_cosine
nazario5_001316_8e941c52ea55,nazario5_002699_c4c8fdaa8a40,0.95933354,char_3_5gram_tfidf_cosine
nazario5_001320_d327ca8c8da6,nazario5_001327_cfb809338d5c,0.95872176,char_3_5gram_tfidf_cosine
nazario5_001320_d327ca8c8da6,nazario5_001370_18510b38a6b1,0.95486158,char_3_5gram_tfidf_cosine
nazario5_001321_5b1b5c05881c,nazario5_001324_a97e4150c6dc,0.95066464,char_3_5gram_tfidf_cosine
nazario5_001321_5b1b5c05881c,nazario5_001327_cfb809338d5c,0.96644014,char_3_5gram_tfidf_cosine
nazario5_001321_5b1b5c05881c,nazario5_001362_f3a28442ab7b,0.95315582,char_3_5gram_tfidf_cosine
nazario5_001321_5b1b5c05881c,nazario5_001370_18510b38a6b1,0.96594095,char_3_5gram_tfidf_cosine
nazario5_001321_5b1b5c05881c,nazario5_001396_e9d75d049a99,0.95705384,char_3_5gram_tfidf_cosine
nazario5_001321_5b1b5c05881c,nazario5_001397_a93bc8e1913c,0.95243686,char_3_5gram_tfidf_cosine
nazario5_001321_5b1b5c05881c,nazario5_001426_aa02d003e2ef,0.95396537,char_3_5gram_tfidf_cosine
nazario5_001321_5b1b5c05881c,nazario5_001443_6a980d258984,0.95686185,char_3_5gram_tfidf_cosine
nazario5_001321_5b1b5c05881c,nazario5_001890_52fa00496fbe,0.95609903,char_3_5gram_tfidf_cosine
nazario5_001321_5b1b5c05881c,nazario5_002093_6039068f355c,0.95035475,char_3_5gram_tfidf_cosine
nazario5_001321_5b1b5c05881c,nazario5_002699_c4c8fdaa8a40,0.9561308,char_3_5gram_tfidf_cosine
nazario5_001322_b217dc348726,nazario5_001323_5ae125394b4f,0.96076894,char_3_5gram_tfidf_cosine
nazario5_001323_5ae125394b4f,nazario5_001327_cfb809338d5c,0.96521777,char_3_5gram_tfidf_cosine
nazario5_001323_5ae125394b4f,nazario5_001370_18510b38a6b1,0.95925361,char_3_5gram_tfidf_cosine
nazario5_001323_5ae125394b4f,nazario5_001396_e9d75d049a99,0.9505949,char_3_5gram_tfidf_cosine
nazario5_001323_5ae125394b4f,nazario5_001443_6a980d258984,0.95012152,char_3_5gram_tfidf_cosine
nazario5_001324_a97e4150c6dc,nazario5_001327_cfb809338d5c,0.96736592,char_3_5gram_tfidf_cosine
nazario5_001324_a97e4150c6dc,nazario5_001362_f3a28442ab7b,0.95224041,char_3_5gram_tfidf_cosine
nazario5_001324_a97e4150c6dc,nazario5_001370_18510b38a6b1,0.96818537,char_3_5gram_tfidf_cosine
nazario5_001324_a97e4150c6dc,nazario5_001396_e9d75d049a99,0.95848358,char_3_5gram_tfidf_cosine
nazario5_001324_a97e4150c6dc,nazario5_001397_a93bc8e1913c,0.95191467,char_3_5gram_tfidf_cosine
nazario5_001324_a97e4150c6dc,nazario5_001426_aa02d003e2ef,0.95420766,char_3_5gram_tfidf_cosine
nazario5_001324_a97e4150c6dc,nazario5_001427_fba087699160,0.95152575,char_3_5gram_tfidf_cosine
nazario5_001324_a97e4150c6dc,nazario5_001443_6a980d258984,0.95648253,char_3_5gram_tfidf_cosine
nazario5_001324_a97e4150c6dc,nazario5_001890_52fa00496fbe,0.95740855,char_3_5gram_tfidf_cosine
nazario5_001324_a97e4150c6dc,nazario5_002093_6039068f355c,0.95068794,char_3_5gram_tfidf_cosine
nazario5_001324_a97e4150c6dc,nazario5_002699_c4c8fdaa8a40,0.95745832,char_3_5gram_tfidf_cosine
nazario5_001327_cfb809338d5c,nazario5_001334_59c738ee85ec,0.96542507,char_3_5gram_tfidf_cosine
nazario5_001327_cfb809338d5c,nazario5_001362_f3a28442ab7b,0.96837717,char_3_5gram_tfidf_cosine
nazario5_001327_cfb809338d5c,nazario5_001370_18510b38a6b1,0.98678976,char_3_5gram_tfidf_cosine
nazario5_001327_cfb809338d5c,nazario5_001371_24d71eae04f6,0.95841694,char_3_5gram_tfidf_cosine
nazario5_001327_cfb809338d5c,nazario5_001373_e758eb262c7d,0.96121663,char_3_5gram_tfidf_cosine
nazario5_001327_cfb809338d5c,nazario5_001376_11663b69278e,0.96431339,char_3_5gram_tfidf_cosine
nazario5_001327_cfb809338d5c,nazario5_001385_09df2645ebea,0.9604547,char_3_5gram_tfidf_cosine
nazario5_001327_cfb809338d5c,nazario5_001394_4bee7fbb1392,0.95241344,char_3_5gram_tfidf_cosine
nazario5_001327_cfb809338d5c,nazario5_001396_e9d75d049a99,0.9774366,char_3_5gram_tfidf_cosine
nazario5_001327_cfb809338d5c,nazario5_001397_a93bc8e1913c,0.97183514,char_3_5gram_tfidf_cosine
nazario5_001327_cfb809338d5c,nazario5_001426_aa02d003e2ef,0.97197825,char_3_5gram_tfidf_cosine
nazario5_001327_cfb809338d5c,nazario5_001427_fba087699160,0.96935201,char_3_5gram_tfidf_cosine
nazario5_001327_cfb809338d5c,nazario5_001443_6a980d258984,0.97536206,char_3_5gram_tfidf_cosine
nazario5_001327_cfb809338d5c,nazario5_001445_6907e8b18da1,0.96265638,char_3_5gram_tfidf_cosine
nazario5_001327_cfb809338d5c,nazario5_001494_5fc6f9ef8363,0.96142018,char_3_5gram_tfidf_cosine
nazario5_001327_cfb809338d5c,nazario5_001890_52fa00496fbe,0.9771024,char_3_5gram_tfidf_cosine
nazario5_001327_cfb809338d5c,nazario5_002093_6039068f355c,0.96894807,char_3_5gram_tfidf_cosine
nazario5_001327_cfb809338d5c,nazario5_002699_c4c8fdaa8a40,0.97713333,char_3_5gram_tfidf_cosine
nazario5_001327_cfb809338d5c,nazario5_002784_da2973758df8,0.9538722,char_3_5gram_tfidf_cosine
nazario5_001334_59c738ee85ec,nazario5_001370_18510b38a6b1,0.95063108,char_3_5gram_tfidf_cosine
nazario5_001362_f3a28442ab7b,nazario5_001370_18510b38a6b1,0.9697001,char_3_5gram_tfidf_cosine
nazario5_001362_f3a28442ab7b,nazario5_001396_e9d75d049a99,0.96120471,char_3_5gram_tfidf_cosine
nazario5_001362_f3a28442ab7b,nazario5_001397_a93bc8e1913c,0.95520973,char_3_5gram_tfidf_cosine
nazario5_001362_f3a28442ab7b,nazario5_001426_aa02d003e2ef,0.95865607,char_3_5gram_tfidf_cosine
nazario5_001362_f3a28442ab7b,nazario5_001427_fba087699160,0.9516626,char_3_5gram_tfidf_cosine
nazario5_001362_f3a28442ab7b,nazario5_001443_6a980d258984,0.95833892,char_3_5gram_tfidf_cosine
nazario5_001362_f3a28442ab7b,nazario5_001890_52fa00496fbe,0.96974796,char_3_5gram_tfidf_cosine
nazario5_001362_f3a28442ab7b,nazario5_002093_6039068f355c,0.96423405,char_3_5gram_tfidf_cosine
nazario5_001362_f3a28442ab7b,nazario5_002699_c4c8fdaa8a40,0.96978545,char_3_5gram_tfidf_cosine
nazario5_001370_18510b38a6b1,nazario5_001371_24d71eae04f6,0.96527171,char_3_5gram_tfidf_cosine
nazario5_001370_18510b38a6b1,nazario5_001373_e758eb262c7d,0.96833253,char_3_5gram_tfidf_cosine
nazario5_001370_18510b38a6b1,nazario5_001376_11663b69278e,0.97141033,char_3_5gram_tfidf_cosine
nazario5_001370_18510b38a6b1,nazario5_001385_09df2645ebea,0.9671042,char_3_5gram_tfidf_cosine
nazario5_001370_18510b38a6b1,nazario5_001394_4bee7fbb1392,0.95863378,char_3_5gram_tfidf_cosine
nazario5_001370_18510b38a6b1,nazario5_001396_e9d75d049a99,0.98479486,char_3_5gram_tfidf_cosine
nazario5_001370_18510b38a6b1,nazario5_001397_a93bc8e1913c,0.97808385,char_3_5gram_tfidf_cosine
nazario5_001370_18510b38a6b1,nazario5_001426_aa02d003e2ef,0.97898847,char_3_5gram_tfidf_cosine
nazario5_001370_18510b38a6b1,nazario5_001427_fba087699160,0.97590786,char_3_5gram_tfidf_cosine
nazario5_001370_18510b38a6b1,nazario5_001443_6a980d258984,0.98207021,char_3_5gram_tfidf_cosine
nazario5_001370_18510b38a6b1,nazario5_001445_6907e8b18da1,0.96211785,char_3_5gram_tfidf_cosine
nazario5_001370_18510b38a6b1,nazario5_001446_7e4a60c6f7b4,0.95397836,char_3_5gram_tfidf_cosine
nazario5_001370_18510b38a6b1,nazario5_001494_5fc6f9ef8363,0.96005124,char_3_5gram_tfidf_cosine
nazario5_001370_18510b38a6b1,nazario5_001890_52fa00496fbe,0.9792946,char_3_5gram_tfidf_cosine
nazario5_001370_18510b38a6b1,nazario5_002093_6039068f355c,0.97139072,char_3_5gram_tfidf_cosine
nazario5_001370_18510b38a6b1,nazario5_002699_c4c8fdaa8a40,0.97933143,char_3_5gram_tfidf_cosine
nazario5_001370_18510b38a6b1,nazario5_002784_da2973758df8,0.95645386,char_3_5gram_tfidf_cosine
nazario5_001371_24d71eae04f6,nazario5_001396_e9d75d049a99,0.95600903,char_3_5gram_tfidf_cosine
nazario5_001371_24d71eae04f6,nazario5_001397_a93bc8e1913c,0.95109224,char_3_5gram_tfidf_cosine
nazario5_001371_24d71eae04f6,nazario5_001426_aa02d003e2ef,0.95383453,char_3_5gram_tfidf_cosine
nazario5_001371_24d71eae04f6,nazario5_001443_6a980d258984,0.95444971,char_3_5gram_tfidf_cosine
nazario5_001372_6dd489bba6be,nazario5_001374_f43cc8e06e25,0.96575683,char_3_5gram_tfidf_cosine
nazario5_001373_e758eb262c7d,nazario5_001396_e9d75d049a99,0.9594003,char_3_5gram_tfidf_cosine
nazario5_001373_e758eb262c7d,nazario5_001397_a93bc8e1913c,0.95425111,char_3_5gram_tfidf_cosine
nazario5_001373_e758eb262c7d,nazario5_001426_aa02d003e2ef,0.95349252,char_3_5gram_tfidf_cosine
nazario5_001373_e758eb262c7d,nazario5_001427_fba087699160,0.95198804,char_3_5gram_tfidf_cosine
nazario5_001373_e758eb262c7d,nazario5_001443_6a980d258984,0.9582721,char_3_5gram_tfidf_cosine
nazario5_001373_e758eb262c7d,nazario5_001890_52fa00496fbe,0.95194143,char_3_5gram_tfidf_cosine
nazario5_001373_e758eb262c7d,nazario5_002699_c4c8fdaa8a40,0.95204926,char_3_5gram_tfidf_cosine
nazario5_001376_11663b69278e,nazario5_001396_e9d75d049a99,0.96202528,char_3_5gram_tfidf_cosine
nazario5_001376_11663b69278e,nazario5_001397_a93bc8e1913c,0.95708036,char_3_5gram_tfidf_cosine
nazario5_001376_11663b69278e,nazario5_001426_aa02d003e2ef,0.95694596,char_3_5gram_tfidf_cosine
nazario5_001376_11663b69278e,nazario5_001427_fba087699160,0.95376039,char_3_5gram_tfidf_cosine
nazario5_001376_11663b69278e,nazario5_001443_6a980d258984,0.96038502,char_3_5gram_tfidf_cosine
nazario5_001376_11663b69278e,nazario5_001890_52fa00496fbe,0.95526701,char_3_5gram_tfidf_cosine
nazario5_001376_11663b69278e,nazario5_002699_c4c8fdaa8a40,0.95538628,char_3_5gram_tfidf_cosine
nazario5_001385_09df2645ebea,nazario5_001396_e9d75d049a99,0.95756286,char_3_5gram_tfidf_cosine
nazario5_001385_09df2645ebea,nazario5_001397_a93bc8e1913c,0.95376462,char_3_5gram_tfidf_cosine
nazario5_001385_09df2645ebea,nazario5_001426_aa02d003e2ef,0.95341003,char_3_5gram_tfidf_cosine
nazario5_001385_09df2645ebea,nazario5_001427_fba087699160,0.9735921,char_3_5gram_tfidf_cosine
nazario5_001385_09df2645ebea,nazario5_001443_6a980d258984,0.95634156,char_3_5gram_tfidf_cosine
nazario5_001385_09df2645ebea,nazario5_001890_52fa00496fbe,0.95149559,char_3_5gram_tfidf_cosine
nazario5_001385_09df2645ebea,nazario5_002699_c4c8fdaa8a40,0.95157272,char_3_5gram_tfidf_cosine
nazario5_001394_4bee7fbb1392,nazario5_001426_aa02d003e2ef,0.95053297,char_3_5gram_tfidf_cosine
nazario5_001394_4bee7fbb1392,nazario5_001443_6a980d258984,0.95019239,char_3_5gram_tfidf_cosine
nazario5_001396_e9d75d049a99,nazario5_001397_a93bc8e1913c,0.99317908,char_3_5gram_tfidf_cosine
nazario5_001396_e9d75d049a99,nazario5_001426_aa02d003e2ef,0.97000331,char_3_5gram_tfidf_cosine
nazario5_001396_e9d75d049a99,nazario5_001427_fba087699160,0.96603179,char_3_5gram_tfidf_cosine
nazario5_001396_e9d75d049a99,nazario5_001443_6a980d258984,0.97201782,char_3_5gram_tfidf_cosine
nazario5_001396_e9d75d049a99,nazario5_001445_6907e8b18da1,0.95404363,char_3_5gram_tfidf_cosine
nazario5_001396_e9d75d049a99,nazario5_001494_5fc6f9ef8363,0.95230722,char_3_5gram_tfidf_cosine
nazario5_001396_e9d75d049a99,nazario5_001890_52fa00496fbe,0.96924686,char_3_5gram_tfidf_cosine
nazario5_001396_e9d75d049a99,nazario5_002093_6039068f355c,0.96212953,char_3_5gram_tfidf_cosine
nazario5_001396_e9d75d049a99,nazario5_002699_c4c8fdaa8a40,0.96932435,char_3_5gram_tfidf_cosine
nazario5_001397_a93bc8e1913c,nazario5_001426_aa02d003e2ef,0.9641481,char_3_5gram_tfidf_cosine
nazario5_001397_a93bc8e1913c,nazario5_001427_fba087699160,0.96138537,char_3_5gram_tfidf_cosine
nazario5_001397_a93bc8e1913c,nazario5_001443_6a980d258984,0.96696866,char_3_5gram_tfidf_cosine
nazario5_001397_a93bc8e1913c,nazario5_001445_6907e8b18da1,0.95114207,char_3_5gram_tfidf_cosine
nazario5_001397_a93bc8e1913c,nazario5_001890_52fa00496fbe,0.96325201,char_3_5gram_tfidf_cosine
nazario5_001397_a93bc8e1913c,nazario5_002093_6039068f355c,0.95635504,char_3_5gram_tfidf_cosine
nazario5_001397_a93bc8e1913c,nazario5_002699_c4c8fdaa8a40,0.96333051,char_3_5gram_tfidf_cosine
nazario5_001426_aa02d003e2ef,nazario5_001427_fba087699160,0.96184826,char_3_5gram_tfidf_cosine
nazario5_001426_aa02d003e2ef,nazario5_001443_6a980d258984,0.96671271,char_3_5gram_tfidf_cosine
nazario5_001426_aa02d003e2ef,nazario5_001445_6907e8b18da1,0.95004261,char_3_5gram_tfidf_cosine
nazario5_001426_aa02d003e2ef,nazario5_001890_52fa00496fbe,0.96916306,char_3_5gram_tfidf_cosine
nazario5_001426_aa02d003e2ef,nazario5_002093_6039068f355c,0.96229595,char_3_5gram_tfidf_cosine
nazario5_001426_aa02d003e2ef,nazario5_002699_c4c8fdaa8a40,0.9692502,char_3_5gram_tfidf_cosine
nazario5_001427_fba087699160,nazario5_001443_6a980d258984,0.96380997,char_3_5gram_tfidf_cosine
nazario5_001427_fba087699160,nazario5_001890_52fa00496fbe,0.95937216,char_3_5gram_tfidf_cosine
nazario5_001427_fba087699160,nazario5_002093_6039068f355c,0.95256156,char_3_5gram_tfidf_cosine
nazario5_001427_fba087699160,nazario5_002699_c4c8fdaa8a40,0.95947677,char_3_5gram_tfidf_cosine
nazario5_001443_6a980d258984,nazario5_001445_6907e8b18da1,0.95173997,char_3_5gram_tfidf_cosine
nazario5_001443_6a980d258984,nazario5_001890_52fa00496fbe,0.96692038,char_3_5gram_tfidf_cosine
nazario5_001443_6a980d258984,nazario5_002093_6039068f355c,0.95951104,char_3_5gram_tfidf_cosine
nazario5_001443_6a980d258984,nazario5_002699_c4c8fdaa8a40,0.96698129,char_3_5gram_tfidf_cosine
nazario5_001445_6907e8b18da1,nazario5_001446_7e4a60c6f7b4,0.96082509,char_3_5gram_tfidf_cosine
nazario5_001445_6907e8b18da1,nazario5_001890_52fa00496fbe,0.95298964,char_3_5gram_tfidf_cosine
nazario5_001445_6907e8b18da1,nazario5_002699_c4c8fdaa8a40,0.95311737,char_3_5gram_tfidf_cosine
nazario5_001494_5fc6f9ef8363,nazario5_001890_52fa00496fbe,0.9500441,char_3_5gram_tfidf_cosine
nazario5_001494_5fc6f9ef8363,nazario5_002699_c4c8fdaa8a40,0.95016235,char_3_5gram_tfidf_cosine
nazario5_001505_3b7905ff0f72,nazario5_001529_b9b974482c97,0.99708664,char_3_5gram_tfidf_cosine
nazario5_001505_3b7905ff0f72,nazario5_001557_22ccbae06837,0.99484396,char_3_5gram_tfidf_cosine
nazario5_001505_3b7905ff0f72,nazario5_001568_5847c9ab0347,0.99140143,char_3_5gram_tfidf_cosine
nazario5_001505_3b7905ff0f72,nazario5_001609_f0bf0502fd18,0.99196619,char_3_5gram_tfidf_cosine
nazario5_001514_bc550f0f19d9,nazario5_001686_3e9ade6a1288,0.99984378,char_3_5gram_tfidf_cosine
nazario5_001514_bc550f0f19d9,nazario5_001815_dd5939d46520,0.99980062,char_3_5gram_tfidf_cosine
nazario5_001514_bc550f0f19d9,nazario5_001839_e3e3a57a8961,0.98931444,char_3_5gram_tfidf_cosine
nazario5_001514_bc550f0f19d9,nazario5_001959_d5299ff0ee62,0.99076861,char_3_5gram_tfidf_cosine
nazario5_001514_bc550f0f19d9,nazario5_001962_51ef1c5c4003,0.98942363,char_3_5gram_tfidf_cosine
nazario5_001514_bc550f0f19d9,nazario5_001982_c8c60782a52f,0.98981297,char_3_5gram_tfidf_cosine
nazario5_001514_bc550f0f19d9,nazario5_002016_2226c0df157c,0.96597254,char_3_5gram_tfidf_cosine
nazario5_001514_bc550f0f19d9,nazario5_002017_f164e4abbe5b,0.98705041,char_3_5gram_tfidf_cosine
nazario5_001514_bc550f0f19d9,nazario5_002233_9e4bac512fe6,0.98027372,char_3_5gram_tfidf_cosine
nazario5_001514_bc550f0f19d9,nazario5_002266_b77596ff5844,0.97342491,char_3_5gram_tfidf_cosine
nazario5_001514_bc550f0f19d9,nazario5_002334_2a2f65a3f53a,0.96330887,char_3_5gram_tfidf_cosine
nazario5_001514_bc550f0f19d9,nazario5_002540_12b3c870a329,0.97284454,char_3_5gram_tfidf_cosine
nazario5_001514_bc550f0f19d9,nazario5_002737_9124b23d3d41,0.97049505,char_3_5gram_tfidf_cosine
nazario5_001514_bc550f0f19d9,nazario5_002954_332d832c805a,0.98419225,char_3_5gram_tfidf_cosine
nazario5_001516_1ea6548b97b5,nazario5_001518_64960cf69a96,0.97405505,char_3_5gram_tfidf_cosine
nazario5_001516_1ea6548b97b5,nazario5_001522_121c9479b84e,0.97086078,char_3_5gram_tfidf_cosine
nazario5_001518_64960cf69a96,nazario5_001522_121c9479b84e,0.99306446,char_3_5gram_tfidf_cosine
nazario5_001519_fed09d5dd40f,nazario5_001545_44943b624d13,0.956752,char_3_5gram_tfidf_cosine
nazario5_001529_b9b974482c97,nazario5_001557_22ccbae06837,0.99462426,char_3_5gram_tfidf_cosine
nazario5_001529_b9b974482c97,nazario5_001568_5847c9ab0347,0.99115646,char_3_5gram_tfidf_cosine
nazario5_001529_b9b974482c97,nazario5_001609_f0bf0502fd18,0.99134415,char_3_5gram_tfidf_cosine
nazario5_001531_b6a4abcb16ba,nazario5_001538_37b604fa0df1,0.96842366,char_3_5gram_tfidf_cosine
nazario5_001541_fb6a8dd1d77a,nazario5_001652_82b8576203bc,0.97618967,char_3_5gram_tfidf_cosine
nazario5_001541_fb6a8dd1d77a,nazario5_001731_3c4fdb9319ba,0.98624772,char_3_5gram_tfidf_cosine
nazario5_001543_80b73230e88c,nazario5_001546_c6c4a1d98289,1.0,exact_template_signature
nazario5_001543_80b73230e88c,nazario5_001555_fece5f2c0b47,0.99035829,char_3_5gram_tfidf_cosine
nazario5_001543_80b73230e88c,nazario5_001561_34acbbf5ed61,0.97339696,char_3_5gram_tfidf_cosine
nazario5_001546_c6c4a1d98289,nazario5_001555_fece5f2c0b47,0.99035829,char_3_5gram_tfidf_cosine
nazario5_001546_c6c4a1d98289,nazario5_001561_34acbbf5ed61,0.97339696,char_3_5gram_tfidf_cosine
nazario5_001555_fece5f2c0b47,nazario5_001561_34acbbf5ed61,0.99004233,char_3_5gram_tfidf_cosine
nazario5_001557_22ccbae06837,nazario5_001568_5847c9ab0347,0.99313128,char_3_5gram_tfidf_cosine
nazario5_001557_22ccbae06837,nazario5_001609_f0bf0502fd18,0.99059218,char_3_5gram_tfidf_cosine
nazario5_001568_5847c9ab0347,nazario5_001609_f0bf0502fd18,0.99324358,char_3_5gram_tfidf_cosine
nazario5_001569_5d24e3e43bb8,nazario5_001573_bf2f32a76087,0.99683285,char_3_5gram_tfidf_cosine
nazario5_001578_1d23c3861003,nazario5_001579_c40483a89831,1.0,exact_template_signature
nazario5_001582_220f6dbd1813,nazario5_001590_e1fe4bc29089,0.9552058,char_3_5gram_tfidf_cosine
nazario5_001627_9345fac3e69d,nazario5_001656_a7e3e6ec0c01,0.97482282,char_3_5gram_tfidf_cosine
